Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
13175,Smart Kid's Party Fun Pak,0,2008,Misc,UFO Interactive,0.05,0,0,0,0.05
13183,Operation Flashpoint: Dragon Rising,1,2009,Shooter,Codemasters,0.01,0.03,0,0.01,0.05
13186,Monster Band,0,2008,Misc,Tivola,0.04,0,0,0,0.05
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,0,2008,Misc,Benesse,0,0,0.05,0,0.05
13191,LEGO Indiana Jones 2: The Adventure Continues,1,2009,Action,Activision,0.02,0.03,0,0.01,0.05
13195,Houkago Shounen,0,2008,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
13197,Classic Dungeon X2,0,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05
13199,Sesame Street: Cookie's Counting Carnival,1,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0,0.05
13201,Major League Baseball 2K11,0,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05
13204,White Album: Tsuzurareru Fuyu no Omoide,0,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
13205,Harukanaru Toki no Naka de: Yumenoukihashi,0,2008,Adventure,Tecmo Koei,0,0,0.05,0,0.05
13208,Spitfire Heroes: Tales of the Royal Air Force,0,2008,Simulation,Destineer,0.05,0,0,0,0.05
13210,TNA iMPACT: Cross the Line,0,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05
13214,Wicked Monster Blast!,0,2011,Shooter,PQube,0.04,0,0,0,0.05
13222,Winter Sports 3: The Great Tournament,0,2010,Sports,Tradewest,0.02,0.02,0,0,0.05
13223,J-League Winning Eleven 2010: Club Championship,0,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13225,Beastly Frantic Foto,0,2011,Puzzle,Storm City Games,0.04,0,0,0,0.05
13226,Neverland Card Battles,0,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05
13230,Worms Reloaded,1,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05
13232,Koihime Musou,0,2008,Adventure,Yeti,0,0,0.05,0,0.05
13235,Blazing Souls: Accelate,0,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,0,2008,Misc,Takara Tomy,0,0,0.05,0,0.05
13255,Treasure Report: Kikai Jikake no Isan,0,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13261,Secret Service,0,2008,Action,Activision Value,0.04,0,0,0,0.05
13266,Deadliest Catch: Alaskan Storm,0,2008,Sports,Navarre Corp,0.04,0,0,0,0.05
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,0,2011,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13271,Ship Simulator Extremes,1,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05
13273,Powerful Golf,0,2011,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13276,FIFA Soccer 10,1,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,0,2008,Misc,Hackberry,0,0,0.05,0,0.05
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,0,2008,Action,Konami Digital Entertainment,0,0,0.05,0,0.05
13288,Rock of the Dead,0,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13291,Cesar Millan's Dog Whisperer,0,2008,Simulation,Ubisoft,0.04,0,0,0,0.05
13294,Jewel Quest Mysteries,0,2009,Puzzle,Astragon,0.03,0.01,0,0,0.05
13295,Moon,0,2009,Adventure,Mastiff,0.04,0,0,0,0.05
13296,M&M's Adventure,0,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13298,Soul Eater: Plot of Medusa,0,2008,Action,Namco Bandai Games,0,0,0.05,0,0.05
13302,Gummy Bears Mini Golf,0,2010,Sports,Storm City Games,0.04,0,0,0,0.05
13304,Rock Band Country Track Pack 2,0,2011,Misc,MTV Games,0.04,0,0,0,0.05
13305,Color Cross,0,2008,Misc,Rising Star Games,0.04,0,0,0,0.05
13311,The Dark Spire,0,2008,Role-Playing,Success,0.04,0,0,0,0.05
13314,Forza Motorsport 3: Ultimate Edition,0,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.05
13316,Wii de Asobu Chibi-Robo!,0,2009,Adventure,Nintendo,0,0,0.05,0,0.05
13318,To Heart 2 DX Plus,0,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,0,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13323,Jonah Lomu Rugby Challenge,1,2011,Sports,Home Entertainment Suppliers,0,0.04,0,0.01,0.05
13324,Pet Vet: Down Under,0,2009,Simulation,Deep Silver,0.04,0,0,0,0.05
13326,National Geographic Challenge!,0,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
13339,Clever Kids: Creepy Crawlies,0,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05
13343,SD Gundam G Generation World,0,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,0,2008,Role-Playing,Square Enix,0,0,0.05,0,0.05
13345,Galaxy Racers,0,2010,Racing,Ubisoft,0.04,0,0,0,0.05
13346,Wonder World Amusement Park,0,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0,2011,Action,Namco Bandai Games,0,0,0.05,0,0.05
13355,Shaun the Sheep,0,2008,Adventure,D3Publisher,0.04,0,0,0,0.05
13360,FIFA Manager 12,1,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05
13362,River City Soccer Hooligans,0,2010,Sports,Arc System Works,0.04,0,0.01,0,0.05
13371,Rapala Fishing Frenzy 2009,0,2008,Sports,Activision,0.04,0,0,0,0.05
13376,Black Mirror 2,1,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,2011,Adventure,ChunSoft,0,0,0.05,0,0.05
13387,Professor Heinz Wolff's Gravity,0,2008,Puzzle,Deep Silver,0.04,0,0,0,0.05
13395,Lux-Pain,0,2008,Adventure,Rising Star Games,0.04,0,0,0,0.05
13399,Mahjong 3D: Warriors of the Emperor,0,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05
13400,Hiiro no Kakera DS,0,2008,Adventure,Idea Factory,0,0,0.05,0,0.05
13402,Rock of the Dead,0,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13403,Arcana Famiglia: La storia della Aracana Famiglia,0,2011,Adventure,Comfort,0,0,0.05,0,0.05
13407,Centipede: Infestation,0,2011,Shooter,Atari,0.04,0,0,0,0.05
13408,Wolfenstein,1,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05
13418,Bleach: Soul Carnival,0,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
13420,Sesame Street: Elmo's A-to-Zoo Adventure,1,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0,0.05
13421,Family Fortunes,0,2009,Misc,Mindscape,0,0.04,0,0,0.05
13429,Grey's Anatomy: The Video Game,0,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.05
13430,Tropico 3,1,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.05
13431,Looney Tunes: Cartoon Conductor,0,2008,Misc,Eidos Interactive,0.04,0,0,0,0.05
13432,Avatar: The Game,1,2009,Action,Ubisoft,0,0.04,0,0.01,0.05
13434,Pool Hall Pro,0,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,0,2011,Misc,Ca1om,0,0,0.05,0,0.05
13439,Ape Escape,0,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
13441,Gray Matter,0,2011,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13446,Nanda's Island,0,2009,Puzzle,Phenomedia,0.04,0,0,0,0.05
13449,Kimi ni Todoke: Tsutaeru Kimochi,0,2011,Adventure,Banpresto,0,0,0.05,0,0.05
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,0,2011,Role-Playing,Atlus,0,0,0.05,0,0.05
13453,Short Track Racing: Trading Paint,0,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13456,Jewel Master: Cradle Of Rome 2,1,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04
13457,National Geographic Panda (US sales),0,2008,Simulation,Ubisoft,0.04,0,0,0,0.04
13458,Sushi Go-Round,0,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04
13462,The King of Fighters 2002: Unlimited Match,0,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13465,Phoenix Wright: Revived Turnabout,0,2008,Misc,Ca1om,0,0,0.04,0,0.04
13467,Runaway: A Twist of Fate,1,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13468,Cheer We Go!,0,2010,Misc,Natsume,0.04,0,0,0,0.04
13469,The Tale of Despereaux,0,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04
13472,Tomoyo After: It's a Wonderful Life CS Edition,0,2009,Adventure,Prototype,0,0,0.04,0,0.04
13481,Backyard Baseball '09,0,2008,Sports,Atari,0.04,0,0,0,0.04
13482,World Championship Spelling,0,2010,Misc,505 Games,0.04,0,0,0,0.04
13485,Tom Clancy's HAWX,1,2009,Action,Ubisoft,0,0.03,0,0.01,0.04
13487,Honda ATV Fever,0,2010,Racing,Storm City Games,0.04,0,0,0,0.04
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,0,2008,Misc,Nintendo,0,0,0.04,0,0.04
13497,Candace Kane's Candy Factory,0,2008,Action,Destineer,0.04,0,0,0,0.04
13504,Just Sing! Vol. 2,0,2011,Misc,PQube,0,0.04,0,0.01,0.04
13507,Jerry Rice and Nitus' Dog Football,0,2011,Sports,Tommo,0.04,0,0,0,0.04
13511,Growlanser,0,2009,Role-Playing,Atlus,0,0,0.04,0,0.04
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04
13517,Coraline,0,2009,Action,D3Publisher,0.04,0,0,0,0.04
13519,M&M's Beach Party,0,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04
13524,Hanayori Danshi: Koi Seyo Onago,0,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,0,2009,Misc,Nintendo,0,0,0.04,0,0.04
13538,Gem Smashers,0,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04
13539,Split/Second,1,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04
13540,B's-LOG Party♪,0,2010,Adventure,Idea Factory,0,0,0.04,0,0.04
13544,Gormiti: The Lords of Nature!,0,2010,Adventure,Konami Digital Entertainment,0.04,0,0,0,0.04
13548,WSC Real 11: World Snooker Championship,0,2011,Sports,Koch Media,0,0.04,0,0.01,0.04
13550,Casual Mania!,0,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04
13553,Jewel Quest 5: The Sleepless Star,1,2011,Action,Astragon,0.01,0.02,0,0.01,0.04
13554,Get Up and Dance,0,2011,Misc,O-Games,0.03,0.01,0,0,0.04
13560,Corpse Party: Book of Shadows,0,2011,Adventure,5pb,0,0,0.04,0,0.04
13561,428: Fuusa Sareta Shibuya de,0,2009,Adventure,Spike,0,0,0.04,0,0.04
13563,Starry ? Sky: After Spring,0,2009,Misc,Aqua Plus,0,0,0.04,0,0.04
13566,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0,2008,Action,Takara Tomy,0,0,0.04,0,0.04
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,0,2008,Adventure,Spike,0,0,0.04,0,0.04
13576,The Kore Gang,0,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04
13578,Kanuchi: Shiroki Tsubasa no Shou,0,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
13579,Summer Athletics 2009,0,2009,Sports,49Games,0,0.04,0,0,0.04
13581,Katekyoo Hitman Reborn! Battle Arena,0,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13583,Saki Portable,0,2010,Adventure,Alchemist,0,0,0.04,0,0.04
13584,Riding Stables: The Whitakers present Milton and Friends,0,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04
13585,Naruto Shippuuden: Shinobi Retsuden III,0,2009,Action,Takara Tomy,0,0,0.04,0,0.04
13587,Max & the Magic Marker,0,2011,Platform,Unknown,0,0.04,0,0,0.04
13589,Free Running,0,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
13592,SPRay,0,2008,Action,Tecmo Koei,0.04,0,0,0,0.04
13594,Battle Rage,0,2008,Shooter,Po1orn Arcade,0.04,0,0,0,0.04
13595,Zombi Daisuki,0,2011,Action,ChunSoft,0,0,0.04,0,0.04
13596,Igor: The Game,0,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04
13597,LEGO Indiana Jones: The Original Adventures,1,2008,Action,LucasArts,0.02,0.02,0,0.01,0.04
13601,Challenge Me: Maths Workout,0,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04
13607,Playmobil Top Agents,0,2010,Action,JoWood Productions,0,0.04,0,0,0.04
13611,Attack of the Movies 3D,0,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04
13612,BeatMania IIDX 16: Empress + Premium Best,0,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13614,Emergency Room: Real Life Rescues,0,2009,Simulation,505 Games,0.04,0,0,0,0.04
13619,Hana to Ikimo no Rittai Zukan,0,2011,Misc,Nintendo,0,0,0.04,0,0.04
13627,Duke Nukem Trilogy: Critical Mass,0,2011,Shooter,Deep Silver,0.04,0,0,0,0.04
13633,NCIS,1,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04
13635,Company of Heroes: Tales of Valor,1,2009,Strategy,THQ,0,0.03,0,0.01,0.04
13636,Myth Makers: Trixie in Toyland,0,2008,Platform,Po1orn Arcade,0.04,0,0,0,0.04
13637,NatGeo Challenge! Wild Life,0,2010,Misc,Black Bean Games,0.04,0,0,0,0.04
13640,Devil May Cry 4,1,2008,Action,Ca1om,0.01,0.02,0,0.01,0.04
13641,Amnesia,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13643,Fashion Week Jr. Designer,0,2009,Simulation,505 Games,0.04,0,0,0,0.04
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,0,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04
13645,Sherlock Holmes: Secret of The Silver Earring,0,2010,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13657,Phantom Kingdom Portable,0,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13659,Way of the Samurai 2 Portable,0,2009,Action,Spike,0,0,0.04,0,0.04
13661,Mazes of Fate DS,0,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04
13662,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04
13663,Hellboy: The Science of Evil,0,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04
13664,Virtua Tennis 4,1,2011,Sports,Sega,0,0.03,0,0.01,0.04
13665,Mortimer Beckett and the Secrets of Spooky Manor,0,2008,Puzzle,Avanquest,0.04,0,0,0,0.04
13666,Farm Frenzy 3,1,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04
13668,Little Busters! Converted Edition,0,2010,Adventure,Prototype,0,0,0.04,0,0.04
13670,Ferrari Challenge Trofeo Pirelli,0,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,0,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,0.04
13681,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13682,Shukufuku no Campanella Portable,0,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13683,The Wolf Among Us,0,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04
13684,Sonic 1 Collection,1,2009,Misc,Sega,0,0.04,0,0.01,0.04
13687,Chaos;Head - Love Chu*Chu!,0,2011,Adventure,5pb,0,0,0.04,0,0.04
13689,Paws & Claws: Regal Resort,0,2010,Simulation,THQ,0.04,0,0,0,0.04
13692,12Riven: The Psi-Climinal of Integral,0,2008,Adventure,CyberFront,0,0,0.04,0,0.04
13693,Battle Spirits: Digital Starter,0,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04
13700,Gakuen Hetalia Portable,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,0,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04
13711,Men of War: Vietnam,1,2011,Strategy,Unknown,0,0.03,0,0.01,0.04
13713,Winning Post World 2010,0,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04
13721,Chicken Blaster,0,2009,Shooter,Zushi Games,0.04,0,0,0,0.04
13722,Summer Challenge: Athletics Tournament,0,2011,Sports,PQube,0,0.03,0,0.01,0.04
13723,S.Y.K Renshouden Portable,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13726,Off-Road Drive,1,2011,Racing,1C Company,0,0.03,0,0.01,0.04
13729,Unchained Blades,0,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04
13730,Harley-Davidson: Road Trip,0,2010,Racing,Destineer,0.04,0,0,0,0.04
13731,Gal*Gun,0,2011,Shooter,Alchemist,0,0,0.04,0,0.04
13736,Ookami Kakushi,0,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04
13738,North American Hunting Extravaganza 2,0,2010,Sports,Unknown,0.03,0,0,0,0.04
13739,City Builder,0,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04
13750,Harukanaru Toki no Naka de 5,0,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13758,Who Wants to Be a Millionaire: 3rd Edition,0,2010,Misc,Ubisoft,0.04,0,0,0,0.04
13760,Saru! Get You! Pipo Saru Senki,0,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
13764,Logic Machines,0,2009,Puzzle,City Interactive,0.04,0,0,0,0.04
13766,Hakuouki: Reimeiroku Portable,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,0,2008,Shooter,Sega,0,0,0.04,0,0.04
13769,Motto TOEIC Test DS Training,0,2008,Misc,IE Institute,0,0,0.04,0,0.04
13770,Super Robot Gakuen,0,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13776,Jojo's Fashion Show: Design in a Dash!,0,2009,Simulation,Ubisoft,0.04,0,0,0,0.04
13778,Go Diego Go!: Safari Rescue,0,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04
13779,Deal or No Deal: Special Edition,0,2010,Misc,Zoo Games,0.04,0,0,0,0.04
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,0,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13787,Patrician IV,1,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04
13793,CSI: Fatal Conspiracy,1,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
13794,Durarara!! 3way Standoff: Alley,0,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13796,Fritz Chess,0,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
13799,Astro Boy: The Video Game,0,2009,Action,D3Publisher,0.04,0,0,0,0.04
13800,Metal Slug XX,0,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04
13801,Sacred Blaze,0,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04
13802,Rollin' Rascals,0,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04
13806,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13807,Zac to Ombra: Maboroshi no Yuuenchi,0,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13810,Shadow of the Colossus,0,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04
13811,Phantom Breaker,0,2011,Fighting,5pb,0.02,0,0.02,0,0.04
13812,Gummy Bears Mini Golf,0,2010,Sports,Unknown,0.04,0,0,0,0.04
13814,Valhalla Knights 2: Battle Stance,0,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
13815,99 no Namida,0,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13816,Clannad,0,2008,Adventure,Prototype,0,0,0.04,0,0.04
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,0,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04
13823,Burnout Paradise: The Ultimate Box,0,2009,Racing,Electronic Arts,0,0.03,0,0,0.04
13824,The Chase: Felix Meets Felicity,0,2009,Action,Atari,0.04,0,0,0,0.04
13825,Stoked: Big Air Edition,0,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04
13831,Twin Strike: Operation Thunder,0,2008,Shooter,Zoo Games,0.04,0,0,0,0.04
13833,All Points Bulletin,1,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04
13836,SuperCar Challenge,0,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13841,JASF: Jane's Advanced Strike Fighters,1,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04
13845,Dora's Big Birthday Adventure,0,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04
13846,PopStar Guitar,0,2008,Misc,XS Games,0.02,0.01,0,0,0.04
13852,Blood Bowl,1,2009,Sports,Focus Home Interactive,0.01,0.02,0,0.01,0.04
13859,Jig-A-Pix: Pets,0,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04
13864,A Ressha de Ikou DS,0,2009,Simulation,ArtDink,0,0,0.04,0,0.04
13865,Harukanaru Toki no Naka de 4: Aizouban,0,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13874,I'm A Celebrity: Get Me Out of Here!,0,2009,Misc,Mindscape,0,0.04,0,0,0.04
13879,Kevin Van Dam: Big Bass Challenge,0,2010,Sports,Zoo Games,0.04,0,0,0,0.04
13882,Glacier2,0,2009,Racing,Zoo Games,0.04,0,0,0,0.04
13884,Memories Off 6: T-Wave,0,2008,Adventure,5pb,0,0,0.04,0,0.04
13885,Superstars V8 Racing,0,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.04
13891,Sleepover Party,0,2009,Misc,Ubisoft,0.03,0,0,0,0.04
13892,100 Classic Games,0,2011,Misc,Rondomedia,0,0.03,0,0,0.04
13899,Story Hour: Fairy Tales,0,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04
13905,The Treasures of Montezuma,0,2010,Puzzle,Foreign Media Games,0.02,0.02,0,0,0.04
13906,Saints Row 2,1,2009,Action,THQ,0,0.03,0,0.01,0.04
13910,Heathcliff! Frantic Foto,0,2010,Misc,Storm City Games,0.04,0,0,0,0.04
13913,Secret Files 2: Puritas Cordis,1,2009,Adventure,Deep Silver,0,0.03,0,0.01,0.04
13929,Taikou Risshiden V,0,2009,Strategy,Tecmo Koei,0,0,0.04,0,0.04
13934,Suzumiya Haruhi no Tsuisou,0,2011,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13941,Ski-Doo Snowmobile Challenge,0,2009,Racing,Valcon Games,0.03,0,0,0,0.04
13942,Aquanaut's Holiday: Kakusareta Kiroku,0,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
13944,Little Red Riding Hood's Zombie BBQ,0,2008,Shooter,Destineer,0.03,0,0,0,0.04
13947,APB Reloaded,1,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04
13951,DT Carnage,0,2009,Racing,Agetec,0.03,0,0,0,0.04
13953,Teenage Zombies: Invasion of the Alien Brain Thingys,0,2008,Adventure,Ignition Entertainment,0.03,0,0,0,0.04
13959,GoPets: Vacation Island,0,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,0.04
13960,Pia Carrot e Youkoso!! 2.5,0,2008,Adventure,NEC Interchannel,0,0,0.04,0,0.04
13963,Da Capo I & II Plus Situation Portable,0,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13965,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,0,2010,Misc,D3Publisher,0,0,0.04,0,0.04
13968,Monster Hunter Frontier Online: Season 9.0,0,2010,Role-Playing,Ca1om,0,0,0.04,0,0.04
13970,C.O.R.E.,0,2009,Shooter,Graffiti,0.03,0,0,0,0.04
13982,Trine 2,1,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,0.04
13984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,0,2008,Misc,D3Publisher,0,0,0.04,0,0.04
13985,Worms: Ultimate Mayhem,1,2011,Strategy,Unknown,0,0.03,0,0,0.04
13988,Chaos;Head Noah,0,2009,Adventure,5pb,0,0,0.04,0,0.04
13989,Tears to Tiara Anecdotes: The Secret of Avalon,0,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04
13993,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,0,2009,Adventure,Tecmo Koei,0,0,0.04,0,0.04
13997,Music Maker: Rockstar,0,2009,Misc,Magix,0.02,0.01,0,0,0.04
13998,Fading Shadows,0,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.04
14001,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",0,2008,Misc,GungHo,0,0,0.04,0,0.04
14006,Sudoku Ball Detective,0,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,0.04
14008,Castlevania: Lords of Shadow - Reverie,0,2011,Action,Konami Digital Entertainment,0.02,0.01,0,0.01,0.04
14013,World of Goo,1,2008,Puzzle,2D Boy,0,0.03,0,0.01,0.04
14015,Clock Zero: Shuuen no Ichibyou Portable,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
14016,San Goku Shi DS 3,0,2010,Strategy,Tecmo Koei,0,0,0.04,0,0.04
14017,Trick x Logic: Season 2,0,2010,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
14018,Challenge Me: Word Puzzles,0,2011,Puzzle,O-Games,0.03,0,0,0,0.04
14019,Hakuouki: Zuisouroku,0,2009,Adventure,Idea Factory,0,0,0.04,0,0.04
14023,S.T.A.L.K.E.R.: Clear Sky,1,2008,Shooter,Deep Silver,0,0.03,0,0.01,0.04
